review_id,analysis_number,analysis_name,k,total_N,total_cases,beta,lambda,r2
CD006714_pub3,1,Abortion completed with intended method (defined as fetal expulsion),3,133.0,132.0,1.043246290584881,0.8109310476815865,0.9655730185319322
CD006714_pub3,2,Incomplete abortion requiring an additional procedure or intervention (immediate or delayed),3,133.0,4.0,0.4764917984718019,0.3327345515306984,0.9376266912789586
CD006742_pub3,1,All-Cause Mortality,5,4593.0,83.0,1.6258953440823583,9.538365252328392e-05,0.9018232534759235
CD006742_pub3,2,Total cardiovascular events,4,3635.0,85.0,1.1975039433334957,0.004600016891760528,0.9993683256603738
CD006742_pub3,3,Stroke,4,3635.0,10.0,-2.822853062411923e-11,10.000000002308303,1.0
CD006742_pub3,4,Coronary Heart Disease,3,3523.0,71.0,1.1276119450124127,0.007110920695937901,0.9999886630205225
CD006742_pub4,1,All-Cause Mortality,5,4593.0,83.0,1.6258953440823583,9.538365252328392e-05,0.9018232534759235
CD006742_pub4,2,Total cardiovascular events,4,3635.0,85.0,1.1975039433334957,0.004600016891760528,0.9993683256603738
CD006742_pub4,3,Stroke,4,3635.0,10.0,-2.822853062411923e-11,10.000000002308303,1.0
CD006742_pub4,4,Coronary Heart Disease,3,3523.0,71.0,1.1276119450124127,0.007110920695937901,0.9999886630205225
CD006839_pub5,1,Proportion of participants with clinical improvement in function compared to baseline,5,180.0,133.0,1.0908401172002486,0.4561338369918873,0.7897242644756903
CD006839_pub5,3,Proportion of participants with deep/superficial wound infections,3,131.0,5.0,1.4893404178073288,0.003211691103351808,0.6041686373278947
CD006913_pub3,5,Failure to induce and maintain remission (short-term) (ITT) - relaxation techniques vs care-as-usual,4,159.0,42.0,0.9729600430233494,0.33523103909035573,0.012189622650982557
CD006913_pub3,5,Failure to induce or maintain remission (short-term) - psychotherapy vs care-as-usual (ITT),5,251.0,99.0,1.2488371777919471,0.1119017168376972,0.6708906092190265
CD006913_pub3,6,"Failure to induce or maintain remission (short-term) (PP, sensitivity analysis) - relaxation techniques vs. care-as-usual",4,147.0,30.0,0.7251925001773074,0.8473261851769852,0.8158416422583079
CD006913_pub3,6,"Failure to induce or maintain remission (short-term) - psychotherapy vs care-as-usual (PP, sensitivity analysis)",5,198.0,46.0,0.8953740922480798,0.4341139033571509,0.42767115892881324
CD006913_pub3,7,Failure to induce or maintain remission (long-term) (ITT) - educational intervention vs care-as-usual,4,505.0,383.0,0.784563712336459,2.857035075618537,0.947129350618582
CD006913_pub3,7,Failure to induce or maintain remission (long-term) (ITT) - relaxation techniques vs care-as-usual,5,227.0,139.0,1.4894936177447007,0.04929845319878357,0.8692590693719294
CD006913_pub3,7,Failure to induce or maintain remission (long-term) - psychotherapy vs care-asusual  (ITT),6,319.0,200.0,1.4087771487925642,0.07043604322603063,0.7903183468545443
CD006913_pub3,8,"Failure to induce or maintain remission (long-term) (PP, sensitivity analysis) - educational intervention vs care-as-usual",4,305.0,183.0,0.8175283160040256,1.648309180949108,0.8462494842738553
CD006913_pub3,8,"Failure to induce or maintain remission (long-term) (PP, sensitivity analysis) - relaxation techniques vs care-as-usual",5,183.0,95.0,1.5814830570494607,0.0296079275988707,0.8480200049608237
CD006913_pub3,8,"Failure to induce or maintain remission (long-term) - psychotherapy vs care-as-usual (PP, sensitivity analysis)",6,225.0,106.0,1.4687747528699107,0.047644091360801534,0.7062736140355166
CD006913_pub3,11,"Number of patients completing program - psychotherapy vs any control, all populations",29,1410.0,1036.0,0.9352881060778585,1.1326090778507278,0.48668300698492695
CD006913_pub3,12,"Number of patients completing program  - relaxation techniques vs any type of control, all populations",19,722.0,599.0,0.9921227401604188,0.8723924776287334,0.159811231843639
CD006913_pub3,13,Number of patients completing program,26,2260.0,1858.0,1.0361849027279826,0.5880965786171243,0.09241519546950583
CD006919_pub5,1,Live birth and ongoing pregnancies,4,307.0,84.0,1.217868123250893,0.07171108740020055,0.573669472000131
CD006919_pub5,1,Live birth/ongoing pregnancies primary analysis,5,192.0,37.0,1.119201963170524,0.11652631963189894,0.31153109845421956
CD006919_pub5,2,Clinical pregnancies,9,644.0,199.0,1.2432729069729993,0.059065394552672075,0.9310339634234182
CD006919_pub5,2,Live birth/ongoing pregnancies all studies,12,488.0,103.0,1.0898840704632144,0.12045392843582672,0.524588435921532
CD006919_pub5,3,Clinical pregnancies,7,337.0,99.0,1.0338949375577107,0.19844174181927318,0.014514827687511667
CD006919_pub5,3,Clinical pregnancies primary analysis,8,279.0,65.0,1.2704745839971099,0.05731958827819407,0.9352811968504846
CD006919_pub5,4,Clinical pregnancies all studies,19,799.0,202.0,1.0614803043711445,0.16158468242412127,0.4305437038010341
CD006919_pub5,5,Cycle cancellation,4,330.0,18.0,0.4631348854173657,1.2884913769927828,0.9633708566636002
CD006919_pub5,6,Cycle cancellation,5,247.0,13.0,0.2813609405944508,2.7963449850568405,0.9954463025879253
CD006919_pub5,7,Cycle cancellation,15,635.0,42.0,0.8246914105982268,0.21362342139671026,0.40784654216911864
CD006942_pub4,1,Live birth or ongoing pregnancy rate per couple,17,1855.0,323.0,1.1078432606868427,0.08362993591865428,0.22883477373744454
CD006942_pub4,2,Clinical pregnancy per couple,6,669.0,143.0,0.8695415336545687,0.34834684755231715,0.17243140895665465
CD006982_pub5,3,Retinopathy of prematurity (any stage),3,167.0,98.0,1.4440501427170758,0.05755829262009527,0.8661636252244862
CD006982_pub5,4,Retinopathy of prematurity (stage ≥ 3),4,239.0,28.0,1.3924974935143382,0.016159483045172226,0.6405209609692459
CD007024_pub3,3,Continuous abstinence,6,202.0,61.0,0.6708215567386762,1.760309318945362,0.8485803942369827
CD007024_pub3,3,Dropout for any reason (according to the presence of comorbid alcohol dependence),13,373.0,103.0,1.0092883408261624,0.29307132025041577,0.01567577214392102
CD007024_pub3,4,Dropout for any reason (according to the presence of opioid dependence in opioid agonist treatment),12,413.0,143.0,1.0303510366684854,0.2684176090681557,0.17733550662558129
CD007024_pub3,4,Point abstinence,3,74.0,34.0,1.364708679096618,0.08875235250243492,0.801304736275237
CD007024_pub3,5,Dropout for any reason,14,464.0,151.0,1.0346088846614918,0.2635517922246489,0.2617845308034652
CD007024_pub3,5,Individual adverse events,12,636.0,197.0,0.6924832555280418,2.4827476693194193,0.901583051655091
CD007024_pub3,8,Individual adverse events,18,868.0,240.0,0.9584538884732705,0.40607746953249346,0.11961288205959175
CD007026_pub7,1,All-cause death,7,922.0,53.0,0.5762781214773761,0.9829830956642078,0.9714703134195146
CD007026_pub7,1,All-cause death. Sensitivity 1. Best-case,7,922.0,53.0,0.579083403371488,0.9939359976318204,0.9823123867232002
CD007026_pub7,2,All-cause death. Sensitivity 2. Worst-case,7,922.0,135.0,0.8676042343562913,0.3801009210334388,0.6210346003856282
CD007026_pub7,2,Non-death attrition,7,922.0,80.0,1.7271817759814212,0.00043795532966164506,0.4238484572908363
CD007026_pub7,3,All-cause death. Sensitivity 3. Complete case (missing data excluded),7,840.0,53.0,0.5966573967351584,0.9427650889434606,0.9802305674874797
CD007026_pub7,3,Total number of people with SAEs,3,667.0,58.0,1.0278121920981842,0.06793876483506368,0.19975290944176993
CD007026_pub7,4,All-cause death. Sensitivity 4. Risk of bias,7,922.0,53.0,0.579083403371488,0.9939359976318204,0.9823123867232002
CD007026_pub7,4,Total number of people with fatal SAEs,3,667.0,38.0,0.8534029780454702,0.1455901165263168,0.9925496784567847
CD007026_pub7,6,Total number of people with adverse events,5,875.0,339.0,1.3946674296607806,0.025142782766801684,0.8430166604078699
CD007079_pub4,1,Adverse effects of calcium supplementation – maternal cholestatic jaundice,3,4433.0,776.0,1.0286241410184394,0.08992776586731506,0.008769886205351018
CD007079_pub4,1,Low birthweight (< 2500 g),6,7089.0,808.0,1.106877926893557,0.03592127601530398,0.6310705452677553
CD007079_pub4,1,Preterm birth < 37 weeks' gestation,11,7694.0,741.0,1.1728619332656154,0.02241949313167845,0.7996515441328047
CD007079_pub4,2,Low birthweight (< 2500 g) by starting time of taking calcium,6,7089.0,808.0,1.106877926893557,0.03592127601530398,0.6310705452677553
CD007079_pub4,2,Preterm birth < 37 weeks' gestation by dose of calcium,11,7694.0,741.0,1.1728619332656154,0.02241949313167845,0.7996515441328047
CD007079_pub4,2,Urinary stones,3,6703.0,11.0,0.1643380117062182,2.2907215185043777,0.9881741440072992
CD007079_pub4,3,Low birthweight (< 2500 g) by type of calcium,6,7089.0,808.0,1.106877926893557,0.03592127601530398,0.6310705452677553
CD007079_pub4,3,Preterm birth < 37 weeks' gestation by started to take calcium,11,7664.0,736.0,1.1723785972417429,0.022488032008561087,0.7973604248397747
CD007079_pub4,4,Preterm birth < 37 weeks' gestation by type of calcium,11,7694.0,741.0,1.1728619332656154,0.02241949313167845,0.7996515441328047
CD007079_pub4,4,Stillbirth or fetal death,5,7306.0,137.0,1.9538253862995494,3.961829406726736e-06,0.9974888895825897
CD007079_pub4,5,Perinatal mortality,7,7540.0,179.0,1.2581803568417937,0.001980518954281998,0.6575574761524452
CD007079_pub4,5,Preterm birth < 34 weeks' gestation,3,2795.0,106.0,0.5037033682334626,1.942845734655307,0.9939801355479785
CD007079_pub4,6,Admission to neonatal intensive care unit,4,7019.0,537.0,0.8475848161864408,0.3594729419606726,0.4425063129409791
CD007079_pub4,10,Intrauterine growth restriction,5,529.0,34.0,1.3720784516096194,0.00738935698673122,0.5289072170928123
CD007079_pub4,15,Mode of birth: vaginal birth,7,3437.0,2827.0,0.995883847650778,0.8767020961379899,0.03430242122970795
CD007079_pub4,17,Mode of birth: caesarean section,8,3710.0,580.0,1.010052389277696,0.1334425136798836,0.009334080110182219
CD007130_pub5,1,Total mortality,14,841.0,24.0,0.5439989898731803,0.6477372458083187,0.9032573752222524
CD007130_pub5,4,Completers,26,1301.0,1128.0,1.0148671274056253,0.8158963415262542,0.20829585872914758
CD007130_pub5,11,Smoking 3 to 12 months,6,526.0,110.0,1.3181098534268627,0.02426552072577666,0.7154574089284329
CD007131_pub5,1,Enrolment,31,4218.0,2336.0,1.0545104299089811,0.3508865956395486,0.22871237486192608
CD007131_pub5,3,Completion,23,3249.0,1375.0,0.8584600619613827,1.370918804751428,0.549393226998699
CD007131_pub5,4,SAEs,6,365.0,19.0,0.7687836582483742,0.19233235866032894,0.4607719469316657
CD007156_pub3,3,Difficulty in speech,3,173.0,29.0,0.9888243201591658,0.17744889274078599,0.9816217358972662
CD007156_pub3,4,Difficulty in swallowing,4,223.0,30.0,0.46686951254025855,2.5341529905603215,0.9790338908184204
CD007310_pub3,3,Need for additional dilation,10,517.0,233.0,0.6992373489734502,2.2887629163421743,0.6715147791863227
CD007310_pub3,4,Ability to complete procedure,4,183.0,183.0,1.0,1.0,0.0
CD007310_pub3,4,Ability to complete procedure (number completed on first attempt),4,281.0,277.0,1.0052320145437357,0.9604063667111687,0.5170821606800813
CD007310_pub3,5,Complications,4,386.0,4.0,1.0193016839218256,0.009092417428565227,0.40817601546721527
CD007310_pub3,5,Need for additional dilation,6,712.0,188.0,0.938662647943086,0.42046020741815127,0.17210271699725022
CD007310_pub3,6,Nausea,3,102.0,10.0,1.4149042252931512,0.012602716716206835,0.6108229873921742
CD007310_pub3,6,Side effects: nausea,4,198.0,30.0,1.5193774295581195,0.009973654083810667,0.9193537337622303
CD007310_pub3,7,Adverse events,3,932.0,18.0,3.920860497756015,4.296949366819822e-11,0.9983634428932611
CD007310_pub3,7,Adverse events: cervical tear requiring suturing,3,211.0,15.0,0.10897830814916964,7.847051594390001,0.9694722999394231
CD007310_pub3,7,Side effects: vomiting,4,198.0,19.0,1.2355051812666615,0.025066084543547515,0.3021943365660643
CD007310_pub3,7,Vomiting,3,102.0,11.0,1.2076813997991256,0.04409707428460022,0.6115680084735089
CD007310_pub3,8,Side effects: diarrhea,3,157.0,21.0,1.3155430723005763,0.031597027171635594,0.6068756164337742
CD007310_pub3,8,Side effects: nausea/vomiting,4,306.0,95.0,1.1799215695583103,0.11453977076037129,0.922616826782886
CD007310_pub3,9,Complications,3,102.0,10.0,0.9778941783894007,0.07945843248982143,0.000801400501774352
CD007310_pub3,9,Patient acceptability and/or satisfaction,5,175.0,171.0,0.98432541983148,1.0478594957246306,0.4687542444654217
CD007310_pub3,9,Side effects: diarrhea,4,306.0,10.0,0.19402637581197624,3.3755034851208707,0.9900573113916021
CD007310_pub3,9,Side effects: fever/chills,4,198.0,37.0,0.5135033245782226,2.6091703429041755,0.9596041863338158
CD007310_pub3,10,Complications,5,279.0,2.0,0.6290330022201602,0.055540291386134276,0.4920263626984127
CD007310_pub3,10,Side effects: chills,6,506.0,160.0,0.7799221724085217,1.2656094544926189,0.5918041343495353
CD007310_pub3,11,Complications,7,688.0,11.0,0.9263596624590534,0.02862323570054361,0.10145299978772981
CD007310_pub3,12,Pain experienced by participants between initiation of cervical preparation method and abortion procedure,4,171.0,66.0,0.9286550790892947,0.5006097488345884,0.21890182355682264
CD007310_pub3,14,Pain experienced by participants between initiation of cervical preparation method and abortion procedure,4,311.0,109.0,0.6566920104988216,2.407721337838797,0.8229009379690624
CD007310_pub3,16,Provider assessment of the procedure as very difficult,3,269.0,44.0,0.5630848306506279,1.8633573747583136,0.9970936377572469
CD007374_pub3,1,Death,7,403.0,12.0,0.7990215411979475,0.10663737901521572,0.9060807401027602
CD007374_pub3,5,Glycaemic events,3,150.0,51.0,0.06356180644363929,36.8467695213103,0.9995283068303823
CD007374_pub3,11,Patient-oriented measures: self-management behaviour changes at the end of treatment,7,278.0,150.0,0.9532766256729815,0.7071440746721739,0.6753832363957013
CD007374_pub3,18,Non-fatal cardiovascular events,6,429.0,18.0,1.4397242371086794,0.0022582910639100803,0.3208671810045617
CD007388_pub3,1,Eclampsia,10,1273.0,10.0,1.1165295438277554,0.0038568588138182093,0.03562030606430966
CD007388_pub3,1,Recurrence of convulsions,3,166.0,7.0,0.37222576406471863,1.1042494231272426,0.8978956338037121
CD007388_pub3,2,Perinatal death,3,270.0,19.0,0.3888172732766243,2.1468792820583076,0.9996695214297243
CD007388_pub3,12,Caesarean section,4,305.0,81.0,0.6280854950696756,2.318131245547819,0.9807901356034674
CD007388_pub3,13,Vaginal birth,3,274.0,21.0,0.11721726270344623,10.72689911421239,0.9998237635369394
CD007388_pub3,14,Caesarean section,3,800.0,461.0,1.4504645889018186,0.03167960896263738,0.8093116984450092
CD007569_pub4,1,Return to work,12,535.0,185.0,0.6287086070373925,3.4799559641025293,0.8299666111902378
CD007572_pub4,1,Failure to induce clinical remission (6 to 12 weeks),8,1024.0,815.0,1.013653139226572,0.756454912773126,0.2689931432064865
CD007572_pub4,2,Failure to induce clinical remission (subgroup analyses anti-TNF pre-treated vs anti-TNF naive participants),6,951.0,773.0,0.9681179739093458,1.028264670496866,0.8576471277458511
CD007572_pub4,3,"Failure to induce clinical remission (8 weeks, sensitivity analysis)",3,520.0,423.0,1.0165278509661015,0.7271810268825063,0.8684241404999828
CD007572_pub4,3,Serious adverse events,3,283.0,30.0,1.3466189995878117,0.016817169598973704,0.9411373404920904
CD007572_pub4,4,Failure to induce clinical response (≥ 100 points),8,1024.0,614.0,1.0520095236477955,0.4456231705251149,0.6598041582459854
CD007572_pub4,4,Withdrawals due to adverse events,3,283.0,12.0,1.0011833467509006,0.048261486430096215,0.00013468890740508943
CD007572_pub4,7,Failure to induce endoscopic response,3,166.0,125.0,0.8548691535460723,1.5894408299870169,0.9916614088790698
CD007572_pub4,9,Serious adverse events,5,1059.0,61.0,1.138549565115966,0.02263852369016561,0.9603624963710371
CD007572_pub4,11,Withdrawals due to adverse events,4,564.0,11.0,0.6905944231307974,0.13048858148557627,0.9726137335506904
CD007639_pub3,11,Adverse events,5,171.0,75.0,1.8583189607395942,0.006009967904913569,0.8857055282525309
CD007674_pub3,2,Clinical recovery or improvement,18,605.0,296.0,1.0737925542328235,0.3315540493613931,0.23999655941387787
CD007674_pub3,2,Clinical recovery or improvement - individual or group intervention,15,546.0,269.0,1.1011304392000858,0.2797391401176346,0.33010867366195373
CD007674_pub3,3,Clinical recovery or improvement - high quality studies,4,199.0,118.0,1.1027080232324866,0.35863782537314737,0.5755642250954189
CD007674_pub3,3,Dropout rates,4,118.0,43.0,1.1739906243208722,0.17398032119196696,0.4166843359852971
CD007674_pub3,4,Clinical recovery or improvement - best and worst case scenario,28,1138.0,605.0,1.040251653349446,0.41234904821278445,0.18310767182016174
CD007674_pub3,4,Clinical recovery or improvement - waiting list or other comparator,21,645.0,327.0,1.0410455126437508,0.42240622611061357,0.07089298730222626
CD007674_pub3,5,Dropout rates,24,912.0,183.0,0.8318059325813354,0.6234138514686118,0.8837305341098788
CD007674_pub3,6,Clinical recovery or improvement - GAD versus mixed anxiety disorders,14,515.0,245.0,1.0788350424172586,0.3218324834654519,0.24508018774587104
CD007674_pub3,8,Clinical recovery or improvement - adapted for older people versus not adapted,15,546.0,269.0,1.064066273794754,0.34841407833328797,0.20497173914419975
CD007689_pub5,2,Adverse events,5,159.0,8.0,0.6652941177263427,0.27128352783100856,0.7475403606875817
CD007689_pub5,4,Clinical pregnancy rate,3,618.0,117.0,1.0013790808783385,0.19984091808492968,0.0016956915257724248
CD007689_pub5,7,Adverse events,12,914.0,280.0,1.860477612741969,0.001217920050511133,0.8775312053210552
CD007784_pub3,1,Major cardiovascular events,16,19632.0,2679.0,0.5348009310843789,13.64589075217864,0.9405334118784596
CD007784_pub3,2,Death,16,19190.0,1765.0,0.993994471143763,0.08868586787616224,0.0003554011403069657
CD007784_pub3,4,Cardiovascular death,8,9504.0,440.0,0.4665270364374894,6.154337780514439,0.9446079010994033
CD007784_pub3,5,Myocardial infarction,10,4709.0,76.0,0.7659209667513658,0.1300479329696621,0.6233092789603243
CD007784_pub3,6,Stroke,7,4536.0,44.0,0.48130278518389347,0.743569915902813,0.9946291628695909
CD007784_pub3,7,Revascularisation procedure,3,2074.0,68.0,0.2342144978895726,11.442713270661491,0.9987495156663707
CD007784_pub3,9,Kidney failure,3,3343.0,1060.0,1.5568570544910307,0.0035962110178398947,0.9990629390510434
CD007784_pub3,13,Elevated liver enzymes,7,3969.0,15.0,0.7553869860215713,0.03534637705947408,0.46330500983556744
CD007784_pub3,14,Withdrawal due to adverse events,13,2098.0,262.0,0.9339686323036285,0.15993026683159642,0.06755451291020964
CD007784_pub3,17,Elevated creatine kinase,7,2226.0,3.0,3.0757922505402693,1.6043043905681093e-10,0.34696919740815013
CD007784_pub3,22,Subgroup analysis (cardiovascular disease): death,12,17348.0,1302.0,0.7385337222076382,0.9481386061568449,0.5537027829706063
CD007784_pub3,23,Subgroup analysis (cardiovascular disease): major cardiovascular events,14,17970.0,2526.0,0.5282030822026347,14.47316255566777,0.8904053741584914
CD007784_pub3,24,Subgroup analysis (statin dose): major cardiovascular death,14,17970.0,2526.0,0.5282030822026347,14.47316255566777,0.8904053741584914
CD007784_pub3,25,Subgroup analysis (statin dose): death,12,17348.0,1302.0,0.7385337222076382,0.9481386061568449,0.5537027829706063
CD007784_pub3,26,Subgroup analysis (statin dose): withdrawal due to adverse events,12,2083.0,262.0,0.910327787491702,0.20543944183729718,0.2211257532133063
CD007784_pub3,32,Subgroup analysis (age): withdrawal due to adverse events,12,2083.0,262.0,0.934844744473346,0.16312014573991235,0.07169520341492153
CD007784_pub3,36,Subgroup analysis (diabetes mellitus): withdrawal due to adverse events,13,2098.0,266.0,0.907273097610356,0.20394516156245984,0.2069672458843934
CD007784_pub3,37,Subgroup analysis (diabetes mellitus): death,13,17406.0,1307.0,0.7756654711380125,0.6610486279100969,0.5313814229690432
CD007784_pub3,38,Subgroup analysis (diabetes mellitus): major cardiovascular death,14,17970.0,2526.0,0.5282030822026347,14.47316255566777,0.8904053741584914
CD007784_pub3,45,Subgroup analysis (baseline cholesterol): withdrawal due to adverse events,13,2098.0,266.0,0.9351364576286368,0.15940579247204445,0.06391611963800714
CD007784_pub3,48,Subgroup analysis (allocation concealment): death,13,17406.0,1307.0,0.7371534065444953,0.9586547778049511,0.5570935379497256
CD007784_pub3,50,Subgroup analysis (allocation concealment): major cardiovascular events,14,17970.0,2526.0,0.5282030822026347,14.47316255566777,0.8904053741584914
CD007784_pub3,53,Sensitivity analysis (excluding SHARP): major cardiovascular events,13,14853.0,2230.0,0.5433287298812493,12.582828364320779,0.8336588609448503
CD007784_pub3,54,Sensitivity analysis (excluding SHARP): death,12,14289.0,1011.0,0.5957833414365372,3.5351989419336176,0.6035816853589995
CD007784_pub3,55,Sensitivity analysis (funding): major cardiovascular events,5,2042.0,62.0,0.5590541386131884,0.8779267070722079,0.9999933435328047
CD007784_pub3,56,Sensitivity analysis (funding): death,5,2101.0,49.0,0.3813502717391113,2.4740719620518097,0.9864866584302683
CD007784_pub3,57,Sensitivity analysis (funding): withdrawal due to adverse events,9,640.0,113.0,0.962397566770275,0.25045270356172933,0.11120304485805299
CD007798_pub6,1,Catheter occlusion (adult vs paediatric population),12,5327.0,860.0,1.248014394631869,0.020752018548923105,0.7698991915358133
CD007798_pub6,1,Catheter-related bloodstream infection,10,5082.0,1.0,0.0,1.0,1.0
CD007798_pub6,1,Infiltration - (adult vs paediatric population),11,5222.0,1035.0,0.7917015435286272,1.2171074554510297,0.9219484911405011
CD007798_pub6,1,Thrombophlebitis (adult vs paediatric populations),14,5374.0,582.0,0.701375982408339,1.0687142510340653,0.8339057389341742
CD007798_pub6,2,Catheter occlusion (High- vs low- to middle-income countries),12,5327.0,860.0,1.1621234407522898,0.04098671879765812,0.45992487836597384
CD007798_pub6,2,Infiltration (High- vs low- to middle-income countries),11,5222.0,1035.0,0.794688541621395,1.1958027278879262,0.917344564900068
CD007798_pub6,2,Thrombophlebitis (high- vs low- to middle-income countries),14,5374.0,582.0,0.7033281579574087,1.0553775058535282,0.8339931485506822
CD007798_pub6,3,Catheter occlusion (continuous vs intermittent),12,5327.0,860.0,1.1606879722599395,0.04133724933970528,0.44804619118038
CD007798_pub6,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),11,5222.0,1035.0,0.794688541621395,1.1958027278879262,0.917344564900068
CD007798_pub6,3,Local infection,9,4471.0,4.0,0.17486011421611636,0.5890201279867714,0.8810535206574732
CD007798_pub6,3,Thrombophlebitis (continuous vs. intermittent infusion),14,5374.0,582.0,0.7874934371097573,0.5250647095138785,0.6094318369649588
CD007798_pub6,4,Catheter occlusion - (48hr vs 72hr vs 72-96hr vs 96hr routine removal),12,5327.0,860.0,1.2474098966994596,0.020803053096074883,0.7609330892053066
CD007798_pub6,4,Infiltration - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,10,4922.0,1015.0,0.7952211445488975,1.189911451269063,0.9181726578316105
CD007798_pub6,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),14,5374.0,582.0,0.7799727010456594,0.546910867444791,0.6257734732052231
CD007798_pub6,5,Catheter occlusion - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,11,5027.0,814.0,1.1600658337141083,0.041472076874226896,0.418884456777475
CD007798_pub6,5,Infiltration - sensitivity analysis to remove studies without adequate allocation concealment,8,4707.0,989.0,0.8013324603331691,1.1530208054222943,0.9122946005716226
CD007798_pub6,5,Thrombophlebitis,14,5374.0,582.0,0.6976946713653212,1.0887716333292372,0.8513609400117716
CD007798_pub6,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,11,5027.0,468.0,0.6774574123005315,1.0587752966052162,0.761207138727487
CD007798_pub6,6,Catheter occlusion - sensitivity analysis to remove studies without adequate allocation concealment,9,4812.0,798.0,1.2566808293713247,0.019585045335597264,0.7489802390584954
CD007798_pub6,6,Infiltration - sensitivity analysis to exclude studies reporting only one catheter per patient,7,4453.0,923.0,0.7974473990368145,1.1797563693083635,0.9092813906645016
CD007798_pub6,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,11,4859.0,490.0,0.6734267749692393,1.2500320389911552,0.8831473169556678
CD007798_pub6,7,Catheter occlusion - sensitivity analysis to exclude studies reporting only one catheter per patient,7,3886.0,680.0,1.264456075976304,0.01869158335371862,0.7097772389978934
CD007798_pub6,7,Infiltration,11,5222.0,1035.0,0.7943438807880705,1.19734411269049,0.9180447858652285
CD007798_pub6,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,11,5252.0,549.0,0.7155341622611138,0.8475603324871005,0.6790820876463879
CD007798_pub6,8,Thrombophlebitis - sensitivity analysis to exclude studies reporting only one catheter per patient,9,4584.0,434.0,0.6414075975656748,1.4445760198334539,0.8852010541571155
CD007798_pub6,9,Occlusion,12,5327.0,860.0,1.1606879722599395,0.04133724933970528,0.44804619118038
CD007809_pub3,5,Number of participants reporting an adverse event,3,147.0,94.0,1.3048422030395488,0.14860347828046877,0.7949491074492958
CD007809_pub3,6,Number of participants withdrawing due to an adverse event,5,251.0,9.0,1.3521247556300853,0.004351139266671871,0.7165289750329144
CD007859_pub5,7,Pain (analgesic consumption),3,166.0,58.0,1.0600705243300548,0.25928752099518043,0.5526337635242433
CD007872_pub4,1,Estimated blood loss ≥ 500 mL,3,9496.0,695.0,0.7704729934141465,0.5529829683825485,0.8084208123737965
CD007872_pub4,7,Receipt of blood transfusion,3,9532.0,1932.0,2.9817639599116985,2.6364085299653025e-09,0.9999886468477083
CD007872_pub4,8,Receipt of additional surgical interventions to control postpartum haemorrhage,3,9532.0,14.0,0.9704518742005425,0.0019253921448752532,0.9946194853931749
CD007872_pub4,9,Thromboembolic events,3,9431.0,1.0,0.0,1.0,1.0
CD007872_pub4,14,Clinical diagnosis of postpartum haemorrhage,3,9532.0,681.0,0.9489300861667918,0.11407158521284785,0.9982715151174892
CD007872_pub4,19,Seizures,3,9431.0,10.0,1.4127076491972295,2.4272155430728144e-05,0.9999380117884618
CD007895_pub3,4,Withdrawals due to adverse effects,4,404.0,6.0,0.6346268371233579,0.18489292707849528,0.6394102731013089
CD007896_pub4,4,Withdrawals due to adverse effects,318,41949.0,2745.0,1.1001990615675552,0.026850516942992137,0.1459370187780319
CD007911_pub4,3,Adverse events total,14,448.0,16.0,1.2848170277024344,0.006744557716885588,0.18376427981498744
CD007911_pub4,21,Total adverse events,16,616.0,18.0,1.1071425226673952,0.01676744671022344,0.03427136043400969
CD007911_pub4,22,Withdrawals due to adverse events,19,689.0,4.0,0.7879698104815116,0.01699818357220864,0.043638252067906835
CD008112_pub3,3,Perceived recovery,25,1100.0,529.0,1.0277740734174585,0.44278411046520544,0.04322319349199977
CD008112_pub3,5,Return to work,17,310.0,236.0,1.1105400219042036,0.4122271301632235,0.6837329957849476
CD008165_pub5,4,Proportion of patients with one or more potentially inappropriate medication,13,2373.0,871.0,1.7641946795359778,0.0013226399830464964,0.9221247353223163
CD008165_pub5,6,Proportion of patients with one or more potential prescribing omission,7,1365.0,565.0,1.3146114411668814,0.019709825054801365,0.22856607246870675
CD008176_pub3,1,Cardiovascular death,24,5727.0,331.0,1.1691222397998706,0.02610875831261649,0.346350302478296
CD008176_pub3,2,Death (any cause),129,11865.0,841.0,0.7708005828029562,0.7534425008069073,0.48986220970507854
CD008176_pub3,3,Cardiovascular disease,50,7803.0,774.0,1.102790591664921,0.07106280695493632,0.05922140528346276
CD008176_pub3,4,Coronary heart disease,42,7022.0,401.0,0.45859128858557674,8.106907198337684,0.8432720031066792
CD008176_pub3,5,Heart failure,20,6007.0,501.0,0.6256602849449793,2.280306546292321,0.8571479436005954
CD008176_pub3,6,Cerebrovascular disease,24,2670.0,213.0,1.379654599166039,0.005025479267062479,0.738511921033193
CD008176_pub3,7,Peripheral vascular disease,14,2405.0,354.0,0.7600957808853495,1.0702561698057176,0.6111486368273579
CD008176_pub3,8,Kidney failure,33,5196.0,238.0,0.7009287298915723,0.5452595887065707,0.8440874402889222
